기준_년분기_코드,상권_구분_코드_명,상권_코드,상권_코드_명,분기_매출금액,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,월_평균_소득_금액,식료품_지출_총금액,여가_지출_총금액,문화_지출_총금액,유흥_지출_총금액,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,집객시설_수,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_점포_수,일반_점포_수,프랜차이즈_점포_수,평균 최저기온(℃),평균 최고기온(℃),총 강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),일반음식점_점포수,자치구,행정동
20221,골목상권,3110744,독산동성당,40169607,8260,4130,4130,831,1135,983,1116,1753,2442,406,595,546,544,901,1138,425,540,437,572,852,1304,상권축소,111,46,97,50,2232430,1049774956.0,129220039.0,111474052.0,146001532.0,582.0,364.0,218.0,0.0,58.0,95.0,118.0,135.0,176.0,0.0,37.0,58.0,71.0,70.0,128.0,0.0,21.0,37.0,47.0,65.0,48.0,27.0,1678409.0,806049.0,872358.0,183082.0,219526.0,270161.0,253867.0,315005.0,436768.0,483743.0,331591.0,172472.0,174033.0,272977.0,243592.0,235548.0,237880.0,236099.0,231834.0,232423.0,247970.0,256655.0,9,7,2,-2.72,6.48,112.8,2.43,57.37,1011.91,264,금천구,독산4동
20222,골목상권,3110744,독산동성당,59656141,8260,4130,4130,831,1135,983,1116,1753,2442,406,595,546,544,901,1138,425,540,437,572,852,1304,상권축소,114,45,98,50,2232430,1049774956.0,129220039.0,111474052.0,146001532.0,582.0,364.0,218.0,0.0,58.0,95.0,118.0,135.0,176.0,0.0,37.0,58.0,71.0,70.0,128.0,0.0,21.0,37.0,47.0,65.0,48.0,27.0,1614892.0,771831.0,843060.0,168909.0,211247.0,262420.0,242334.0,302388.0,427595.0,476286.0,318075.0,161508.0,162740.0,261201.0,235080.0,229772.0,224439.0,225272.0,225649.0,222777.0,237106.0,249879.0,9,7,2,14.58,24.36,421.7,2.6,61.18,1001.83,264,금천구,독산4동
20223,골목상권,3110744,독산동성당,54197118,8260,4130,4130,831,1135,983,1116,1753,2442,406,595,546,544,901,1138,425,540,437,572,852,1304,상권축소,116,46,99,50,2232430,1049774956.0,129220039.0,111474052.0,146001532.0,582.0,364.0,218.0,0.0,58.0,95.0,118.0,135.0,176.0,0.0,37.0,58.0,71.0,70.0,128.0,0.0,21.0,37.0,47.0,65.0,48.0,27.0,1612354.0,773006.0,839347.0,173955.0,206628.0,264709.0,242437.0,298393.0,426231.0,469398.0,317359.0,162649.0,164763.0,263410.0,234773.0,229495.0,225205.0,223604.0,222896.0,224806.0,237847.0,248500.0,10,8,2,21.85,29.06,1018.6,2.25,75.24,998.44,261,금천구,독산4동
20224,골목상권,3110744,독산동성당,51983769,9027,4576,4451,743,1048,1166,1252,1809,3009,363,536,639,666,930,1442,380,512,527,586,879,1567,상권축소,114,47,99,51,2232430,1049774956.0,129220039.0,111474052.0,146001532.0,579.0,362.0,217.0,0.0,53.0,94.0,119.0,131.0,182.0,0.0,35.0,58.0,69.0,68.0,132.0,0.0,18.0,36.0,50.0,63.0,50.0,27.0,1604590.0,767072.0,837518.0,175306.0,205426.0,262866.0,243364.0,293606.0,424020.0,474749.0,321948.0,159345.0,160851.0,258432.0,229264.0,229933.0,222766.0,222178.0,221233.0,222043.0,236866.0,249569.0,11,9,2,3.06,12.22,222.2,2.19,64.06,998.44,267,금천구,독산4동
20221,골목상권,3110745,독산동정훈단지,124166181,2946,1485,1461,304,437,338,417,646,804,154,225,194,213,336,363,150,212,144,204,310,441,상권축소,103,47,97,50,2183058,349860620.0,39110111.0,37697088.0,49860748.0,367.0,209.0,158.0,0.0,40.0,74.0,87.0,112.0,54.0,0.0,21.0,35.0,44.0,67.0,42.0,0.0,19.0,39.0,43.0,45.0,12.0,14.0,504244.0,247685.0,256560.0,48846.0,67648.0,83347.0,77877.0,99594.0,126932.0,136541.0,99769.0,54743.0,55516.0,86524.0,71152.0,70246.0,69941.0,70553.0,69334.0,69371.0,75565.0,79234.0,6,4,2,-2.72,6.48,112.8,2.43,57.37,1011.91,135,금천구,독산2동
20222,골목상권,3110745,독산동정훈단지,146386076,2946,1485,1461,304,437,338,417,646,804,154,225,194,213,336,363,150,212,144,204,310,441,상권축소,103,48,98,50,2183058,349860620.0,39110111.0,37697088.0,49860748.0,367.0,209.0,158.0,0.0,40.0,74.0,87.0,112.0,54.0,0.0,21.0,35.0,44.0,67.0,42.0,0.0,19.0,39.0,43.0,45.0,12.0,14.0,417513.0,204550.0,212963.0,40509.0,53724.0,69692.0,65205.0,82688.0,105694.0,114760.0,82755.0,44238.0,45068.0,71795.0,58897.0,58945.0,57789.0,57663.0,56675.0,57429.0,61955.0,67056.0,6,4,2,14.58,24.36,421.7,2.6,61.18,1001.83,131,금천구,독산2동
20223,골목상권,3110745,독산동정훈단지,150882257,2946,1485,1461,304,437,338,417,646,804,154,225,194,213,336,363,150,212,144,204,310,441,상권축소,105,48,99,50,2183058,349860620.0,39110111.0,37697088.0,49860748.0,367.0,209.0,158.0,0.0,40.0,74.0,87.0,112.0,54.0,0.0,21.0,35.0,44.0,67.0,42.0,0.0,19.0,39.0,43.0,45.0,12.0,14.0,422872.0,205467.0,217404.0,39635.0,53037.0,71580.0,65625.0,84605.0,108390.0,116311.0,84975.0,45370.0,46222.0,71935.0,58059.0,59522.0,58460.0,57944.0,58141.0,58072.0,62863.0,67872.0,6,4,2,21.85,29.06,1018.6,2.25,75.24,998.44,130,금천구,독산2동
20224,골목상권,3110745,독산동정훈단지,65689478,3025,1549,1476,247,380,390,383,647,978,125,201,218,202,336,467,122,179,172,181,311,511,상권축소,104,48,99,51,2183058,349860620.0,39110111.0,37697088.0,49860748.0,352.0,205.0,147.0,0.0,37.0,73.0,84.0,107.0,51.0,0.0,21.0,34.0,43.0,65.0,42.0,0.0,16.0,39.0,41.0,42.0,9.0,14.0,410328.0,197740.0,212589.0,36262.0,48484.0,69937.0,66670.0,83587.0,105387.0,111841.0,81098.0,43439.0,44637.0,71451.0,57860.0,58204.0,56033.0,56415.0,56116.0,55930.0,61438.0,66191.0,8,4,4,3.06,12.22,222.2,2.19,64.06,998.44,133,금천구,독산2동
20221,골목상권,3110747,석수역 1번 출입구,25122464,1006,498,508,81,130,134,129,176,356,35,71,71,69,87,165,46,59,63,60,89,191,정체,125,56,97,50,2588584,144860819.0,22968949.0,16169520.0,22924825.0,354.0,210.0,144.0,0.0,26.0,51.0,80.0,93.0,104.0,0.0,14.0,33.0,47.0,51.0,65.0,0.0,12.0,18.0,33.0,42.0,39.0,10.0,190874.0,98695.0,92179.0,17922.0,24610.0,30502.0,30145.0,38090.0,49603.0,38041.0,40112.0,24775.0,26079.0,36726.0,25141.0,27272.0,27887.0,26921.0,26762.0,27147.0,27323.0,27562.0,3,1,2,-2.72,6.48,112.8,2.43,57.37,1011.91,28,금천구,시흥3동
20222,골목상권,3110747,석수역 1번 출입구,37489387,1006,498,508,81,130,134,129,176,356,35,71,71,69,87,165,46,59,63,60,89,191,정체,128,56,98,50,2588584,144860819.0,22968949.0,16169520.0,22924825.0,354.0,210.0,144.0,0.0,26.0,51.0,80.0,93.0,104.0,0.0,14.0,33.0,47.0,51.0,65.0,0.0,12.0,18.0,33.0,42.0,39.0,10.0,156529.0,82354.0,74175.0,14581.0,19509.0,25053.0,25328.0,31250.0,40811.0,30930.0,32928.0,20183.0,21377.0,30018.0,21094.0,22253.0,22213.0,22091.0,22135.0,22287.0,22931.0,22617.0,3,1,2,14.58,24.36,421.7,2.6,61.18,1001.83,28,금천구,시흥3동
20223,골목상권,3110747,석수역 1번 출입구,40527480,1006,498,508,81,130,134,129,176,356,35,71,71,69,87,165,46,59,63,60,89,191,정체,129,56,99,50,2588584,144860819.0,22968949.0,16169520.0,22924825.0,354.0,210.0,144.0,0.0,26.0,51.0,80.0,93.0,104.0,0.0,14.0,33.0,47.0,51.0,65.0,0.0,12.0,18.0,33.0,42.0,39.0,10.0,153790.0,80958.0,72832.0,14121.0,19360.0,25416.0,24225.0,30346.0,40322.0,30867.0,32263.0,19845.0,21074.0,29217.0,20524.0,21804.0,21392.0,21712.0,21714.0,21955.0,22715.0,22497.0,3,1,2,21.85,29.06,1018.6,2.25,75.24,998.44,29,금천구,시흥3동
20224,골목상권,3110747,석수역 1번 출입구,30909211,1088,544,544,98,100,162,144,149,435,43,57,84,87,66,207,55,43,78,57,83,228,정체,129,56,99,51,2588584,144860819.0,22968949.0,16169520.0,22924825.0,550.0,327.0,223.0,0.0,41.0,80.0,127.0,143.0,159.0,0.0,22.0,53.0,74.0,78.0,100.0,0.0,19.0,27.0,53.0,65.0,59.0,10.0,162025.0,85386.0,76637.0,13523.0,20662.0,25955.0,24969.0,33422.0,43492.0,34309.0,35289.0,20106.0,21584.0,30054.0,20683.0,22834.0,22826.0,22997.0,22723.0,23247.0,23796.0,23601.0,3,1,2,3.06,12.22,222.2,2.19,64.06,998.44,29,금천구,시흥3동
20221,골목상권,3110749,금산초등학교(금천고등학교),27000000,4810,2405,2405,607,611,628,712,823,1429,312,324,333,369,404,663,295,287,295,343,419,766,정체,117,64,97,50,2559024,688748238.0,118908033.0,79779752.0,115768786.0,732.0,434.0,298.0,0.0,52.0,107.0,169.0,193.0,211.0,0.0,27.0,69.0,98.0,106.0,134.0,0.0,25.0,38.0,71.0,87.0,77.0,22.0,618282.0,297900.0,320381.0,96919.0,68539.0,89045.0,100419.0,101993.0,161367.0,210357.0,136521.0,57867.0,50209.0,76528.0,86799.0,88548.0,88597.0,88835.0,87874.0,87506.0,87001.0,89920.0,4,3,1,-2.72,6.48,112.8,2.43,57.37,1011.91,73,금천구,시흥3동
20222,골목상권,3110749,금산초등학교(금천고등학교),27000000,4810,2405,2405,607,611,628,712,823,1429,312,324,333,369,404,663,295,287,295,343,419,766,정체,118,65,98,50,2559024,688748238.0,118908033.0,79779752.0,115768786.0,732.0,434.0,298.0,0.0,52.0,107.0,169.0,193.0,211.0,0.0,27.0,69.0,98.0,106.0,134.0,0.0,25.0,38.0,71.0,87.0,77.0,22.0,608378.0,287381.0,320997.0,99146.0,64844.0,88108.0,99138.0,99375.0,157766.0,208902.0,134802.0,56401.0,49506.0,73880.0,84886.0,89484.0,88287.0,87143.0,86506.0,86076.0,83484.0,87400.0,5,4,1,14.58,24.36,421.7,2.6,61.18,1001.83,73,금천구,시흥3동
20223,골목상권,3110749,금산초등학교(금천고등학교),27000000,4810,2405,2405,607,611,628,712,823,1429,312,324,333,369,404,663,295,287,295,343,419,766,정체,117,65,99,50,2559024,688748238.0,118908033.0,79779752.0,115768786.0,732.0,434.0,298.0,0.0,52.0,107.0,169.0,193.0,211.0,0.0,27.0,69.0,98.0,106.0,134.0,0.0,25.0,38.0,71.0,87.0,77.0,22.0,588226.0,281215.0,307011.0,88621.0,62295.0,84860.0,97074.0,98291.0,157086.0,203558.0,129135.0,53843.0,47307.0,71836.0,82548.0,85498.0,84231.0,84280.0,83425.0,83140.0,82427.0,85224.0,5,4,1,21.85,29.06,1018.6,2.25,75.24,998.44,71,금천구,시흥3동
20224,골목상권,3110749,금산초등학교(금천고등학교),27000000,5178,2588,2590,603,548,725,788,788,1726,288,291,380,412,394,823,315,257,345,376,394,903,정체,118,66,99,51,2559024,688748238.0,118908033.0,79779752.0,115768786.0,709.0,423.0,286.0,0.0,49.0,104.0,164.0,187.0,205.0,0.0,26.0,68.0,95.0,103.0,131.0,0.0,23.0,36.0,69.0,84.0,74.0,22.0,577054.0,278280.0,298774.0,85300.0,57750.0,84624.0,96479.0,96565.0,156335.0,198540.0,127802.0,52820.0,46484.0,70524.0,80884.0,84649.0,82763.0,82298.0,82084.0,80766.0,80488.0,84006.0,5,4,1,3.06,12.22,222.2,2.19,64.06,998.44,70,금천구,시흥3동
20221,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),111316872,4694,2332,2362,496,537,554,653,919,1535,235,273,295,351,460,718,261,264,259,302,459,817,상권축소,109,46,97,50,2213453,497928877.0,51052432.0,51931456.0,64809008.0,428.0,258.0,170.0,0.0,65.0,91.0,126.0,108.0,38.0,0.0,40.0,63.0,76.0,49.0,30.0,0.0,25.0,28.0,50.0,59.0,8.0,18.0,834582.0,382050.0,452533.0,105611.0,97096.0,114868.0,122376.0,144467.0,250163.0,249892.0,186044.0,87578.0,86627.0,118628.0,105814.0,117457.0,117772.0,117246.0,115006.0,113463.0,122866.0,130773.0,6,3,3,-2.72,6.48,112.8,2.43,57.37,1011.91,139,금천구,시흥4동
20222,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),142364176,4694,2332,2362,496,537,554,653,919,1535,235,273,295,351,460,718,261,264,259,302,459,817,상권축소,112,46,98,50,2213453,497928877.0,51052432.0,51931456.0,64809008.0,428.0,258.0,170.0,0.0,65.0,91.0,126.0,108.0,38.0,0.0,40.0,63.0,76.0,49.0,30.0,0.0,25.0,28.0,50.0,59.0,8.0,18.0,876889.0,399440.0,477449.0,104053.0,100951.0,123477.0,128023.0,153330.0,267054.0,270638.0,195278.0,90008.0,89266.0,123114.0,108585.0,124547.0,120784.0,121476.0,121969.0,120134.0,128923.0,139056.0,6,3,3,14.58,24.36,421.7,2.6,61.18,1001.83,142,금천구,시흥4동
20223,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),166846405,4694,2332,2362,496,537,554,653,919,1535,235,273,295,351,460,718,261,264,259,302,459,817,상권축소,116,46,99,50,2213453,497928877.0,51052432.0,51931456.0,64809008.0,428.0,258.0,170.0,0.0,65.0,91.0,126.0,108.0,38.0,0.0,40.0,63.0,76.0,49.0,30.0,0.0,25.0,28.0,50.0,59.0,8.0,18.0,880622.0,405208.0,475414.0,103627.0,100491.0,124128.0,130441.0,155598.0,266338.0,270994.0,197868.0,91207.0,90673.0,122479.0,107401.0,125557.0,123435.0,121653.0,121670.0,121535.0,130105.0,136666.0,5,2,3,21.85,29.06,1018.6,2.25,75.24,998.44,141,금천구,시흥4동
20224,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),124233346,5109,2598,2511,474,530,608,736,924,1837,241,268,314,413,495,867,233,262,294,323,429,970,상권축소,116,46,99,51,2213453,497928877.0,51052432.0,51931456.0,64809008.0,441.0,269.0,172.0,0.0,66.0,96.0,132.0,112.0,35.0,0.0,43.0,69.0,77.0,52.0,28.0,0.0,23.0,27.0,55.0,60.0,7.0,18.0,777379.0,355657.0,421723.0,99470.0,84309.0,106535.0,112779.0,144528.0,229758.0,229916.0,166048.0,80457.0,81463.0,115020.0,104474.0,111413.0,107604.0,106740.0,108278.0,107632.0,115046.0,120666.0,5,2,3,3.06,12.22,222.2,2.19,64.06,998.44,147,금천구,시흥4동
20221,골목상권,3110752,한울중학교,4548145,6433,3165,3268,817,857,923,893,1195,1748,443,442,477,434,558,811,374,415,446,459,637,937,상권축소,109,46,97,50,2335792,761913932.0,100340502.0,85360106.0,120973613.0,835.0,506.0,329.0,0.0,127.0,176.0,248.0,211.0,73.0,0.0,79.0,123.0,147.0,99.0,58.0,0.0,48.0,53.0,101.0,112.0,15.0,35.0,819578.0,380967.0,438612.0,117153.0,98240.0,122836.0,119963.0,141510.0,219874.0,239605.0,163918.0,85533.0,84822.0,129913.0,115788.0,114646.0,115779.0,114608.0,112338.0,111377.0,121711.0,129117.0,7,4,3,-2.72,6.48,112.8,2.43,57.37,1011.91,133,금천구,시흥4동
20222,골목상권,3110752,한울중학교,6606743,6433,3165,3268,817,857,923,893,1195,1748,443,442,477,434,558,811,374,415,446,459,637,937,상권축소,110,46,98,50,2335792,761913932.0,100340502.0,85360106.0,120973613.0,835.0,506.0,329.0,0.0,127.0,176.0,248.0,211.0,73.0,0.0,79.0,123.0,147.0,99.0,58.0,0.0,48.0,53.0,101.0,112.0,15.0,35.0,781327.0,364653.0,416674.0,112796.0,89558.0,115379.0,116167.0,135410.0,212017.0,228826.0,155755.0,79867.0,81084.0,125701.0,110094.0,110798.0,108697.0,108100.0,107693.0,107110.0,115818.0,123108.0,7,4,3,14.58,24.36,421.7,2.6,61.18,1001.83,132,금천구,시흥4동
20223,골목상권,3110752,한울중학교,7882473,6433,3165,3268,817,857,923,893,1195,1748,443,442,477,434,558,811,374,415,446,459,637,937,상권축소,111,47,99,50,2335792,761913932.0,100340502.0,85360106.0,120973613.0,835.0,506.0,329.0,0.0,127.0,176.0,248.0,211.0,73.0,0.0,79.0,123.0,147.0,99.0,58.0,0.0,48.0,53.0,101.0,112.0,15.0,35.0,766550.0,357681.0,408868.0,104911.0,88809.0,116593.0,114283.0,132449.0,209503.0,218847.0,152272.0,79812.0,81133.0,125278.0,109208.0,109145.0,105842.0,105328.0,105227.0,105964.0,113944.0,121100.0,7,4,3,21.85,29.06,1018.6,2.25,75.24,998.44,133,금천구,시흥4동
20224,골목상권,3110752,한울중학교,5572963,6605,3294,3311,685,792,918,924,1205,2081,357,410,472,470,609,976,328,382,446,454,596,1105,상권축소,113,47,99,51,2335792,761913932.0,100340502.0,85360106.0,120973613.0,765.0,467.0,298.0,0.0,117.0,165.0,225.0,194.0,64.0,0.0,72.0,115.0,135.0,92.0,53.0,0.0,45.0,50.0,90.0,102.0,11.0,35.0,767508.0,359764.0,407745.0,108828.0,86169.0,118158.0,113983.0,131459.0,208912.0,226526.0,156466.0,77151.0,77834.0,121418.0,108116.0,109466.0,105968.0,105768.0,104803.0,105145.0,114191.0,122167.0,7,4,3,3.06,12.22,222.2,2.19,64.06,998.44,134,금천구,시흥4동
20221,골목상권,3110753,시흥동 은행나무사거리,78455312,7026,3515,3511,785,927,789,1013,1320,2192,401,500,434,519,667,994,384,427,355,494,653,1198,정체,112,52,97,50,2268199,901808373.0,104320668.0,91647591.0,114171064.0,640.0,386.0,254.0,0.0,82.0,155.0,170.0,136.0,97.0,0.0,43.0,104.0,103.0,69.0,67.0,0.0,39.0,51.0,67.0,67.0,30.0,29.0,1063024.0,503481.0,559543.0,164176.0,120823.0,123406.0,161367.0,175512.0,317741.0,314557.0,208684.0,110737.0,107595.0,171535.0,149914.0,150398.0,149420.0,150456.0,147674.0,148706.0,157241.0,159130.0,8,8,0,-2.72,6.48,112.8,2.43,57.37,1011.91,148,금천구,시흥5동
20222,골목상권,3110753,시흥동 은행나무사거리,110855980,7026,3515,3511,785,927,789,1013,1320,2192,401,500,434,519,667,994,384,427,355,494,653,1198,정체,114,52,98,50,2268199,901808373.0,104320668.0,91647591.0,114171064.0,640.0,386.0,254.0,0.0,82.0,155.0,170.0,136.0,97.0,0.0,43.0,104.0,103.0,69.0,67.0,0.0,39.0,51.0,67.0,67.0,30.0,29.0,1004669.0,478193.0,526476.0,143262.0,113765.0,120854.0,150182.0,166902.0,309707.0,315268.0,196715.0,96864.0,94835.0,157686.0,143303.0,143772.0,140049.0,140476.0,139497.0,139925.0,148403.0,152547.0,8,8,0,14.58,24.36,421.7,2.6,61.18,1001.83,147,금천구,시흥5동
20223,골목상권,3110753,시흥동 은행나무사거리,115459968,7026,3515,3511,785,927,789,1013,1320,2192,401,500,434,519,667,994,384,427,355,494,653,1198,정체,115,52,99,50,2268199,901808373.0,104320668.0,91647591.0,114171064.0,640.0,386.0,254.0,0.0,82.0,155.0,170.0,136.0,97.0,0.0,43.0,104.0,103.0,69.0,67.0,0.0,39.0,51.0,67.0,67.0,30.0,29.0,956666.0,452746.0,503919.0,131217.0,104940.0,123494.0,144885.0,159109.0,293021.0,299035.0,187735.0,94343.0,91127.0,148977.0,135448.0,136396.0,133830.0,133562.0,133359.0,134320.0,141942.0,143258.0,9,9,0,21.85,29.06,1018.6,2.25,75.24,998.44,146,금천구,시흥5동
20224,골목상권,3110753,시흥동 은행나무사거리,87691131,7155,3629,3526,676,859,897,952,1225,2546,357,440,476,514,635,1207,319,419,421,438,590,1339,정체,114,52,99,51,2268199,901808373.0,104320668.0,91647591.0,114171064.0,854.0,525.0,329.0,0.0,107.0,210.0,229.0,184.0,124.0,0.0,59.0,141.0,141.0,96.0,88.0,0.0,48.0,69.0,88.0,88.0,36.0,29.0,908217.0,431739.0,476478.0,122140.0,95641.0,118829.0,143680.0,151951.0,275977.0,284306.0,175358.0,87205.0,85386.0,143545.0,132416.0,130467.0,126674.0,126670.0,125435.0,125970.0,134689.0,138312.0,10,10,0,3.06,12.22,222.2,2.19,64.06,998.44,145,금천구,시흥5동
20221,골목상권,3110755,동일여자고등학교,91224761,1401,705,696,172,173,133,215,243,465,91,87,76,115,133,203,81,86,57,100,110,262,상권확장,84,51,97,50,2422210,182245076.0,25013050.0,19576812.0,26186719.0,1080.0,638.0,442.0,0.0,110.0,222.0,272.0,315.0,161.0,0.0,62.0,131.0,155.0,181.0,109.0,0.0,48.0,91.0,117.0,134.0,52.0,23.0,263103.0,121734.0,141369.0,49755.0,27892.0,32261.0,41268.0,40528.0,71399.0,64463.0,52832.0,31780.0,33951.0,46554.0,33525.0,36820.0,37307.0,37002.0,36911.0,36633.0,39044.0,39388.0,5,4,1,-2.72,6.48,112.8,2.43,57.37,1011.91,80,금천구,시흥2동
20222,골목상권,3110755,동일여자고등학교,102248141,1401,705,696,172,173,133,215,243,465,91,87,76,115,133,203,81,86,57,100,110,262,상권확장,88,50,98,50,2422210,182245076.0,25013050.0,19576812.0,26186719.0,1080.0,638.0,442.0,0.0,110.0,222.0,272.0,315.0,161.0,0.0,62.0,131.0,155.0,181.0,109.0,0.0,48.0,91.0,117.0,134.0,52.0,23.0,266436.0,119862.0,146574.0,54753.0,26860.0,30972.0,41226.0,39841.0,72785.0,65587.0,54385.0,32455.0,34207.0,46253.0,33549.0,37808.0,38046.0,38072.0,37635.0,37217.0,38302.0,39356.0,5,4,1,14.58,24.36,421.7,2.6,61.18,1001.83,78,금천구,시흥2동
20223,골목상권,3110755,동일여자고등학교,100863589,1401,705,696,172,173,133,215,243,465,91,87,76,115,133,203,81,86,57,100,110,262,다이나믹,92,50,99,50,2422210,182245076.0,25013050.0,19576812.0,26186719.0,1080.0,638.0,442.0,0.0,110.0,222.0,272.0,315.0,161.0,0.0,62.0,131.0,155.0,181.0,109.0,0.0,48.0,91.0,117.0,134.0,52.0,23.0,257937.0,118489.0,139450.0,50343.0,25586.0,30982.0,40169.0,40951.0,69908.0,64163.0,51941.0,31056.0,32731.0,45067.0,32978.0,36875.0,36720.0,36354.0,36213.0,36297.0,37532.0,37947.0,5,4,1,21.85,29.06,1018.6,2.25,75.24,998.44,80,금천구,시흥2동
20224,골목상권,3110755,동일여자고등학교,88443182,1546,786,760,174,207,169,221,306,469,80,106,98,116,163,223,94,101,71,105,143,246,다이나믹,94,50,99,51,2422210,182245076.0,25013050.0,19576812.0,26186719.0,969.0,571.0,398.0,0.0,101.0,201.0,246.0,278.0,143.0,0.0,56.0,119.0,140.0,159.0,97.0,0.0,45.0,82.0,106.0,119.0,46.0,23.0,253234.0,115544.0,137690.0,48706.0,23751.0,30067.0,39221.0,41523.0,69967.0,60739.0,50985.0,30885.0,33132.0,45124.0,32367.0,36438.0,36405.0,35954.0,36192.0,35034.0,36365.0,36844.0,5,4,1,3.06,12.22,222.2,2.19,64.06,998.44,79,금천구,시흥2동
20221,골목상권,3110756,문래중학교,9162958,2569,1239,1330,353,452,823,489,225,227,184,181,410,254,105,105,169,271,413,235,120,122,상권확장,82,58,97,50,3793790,183764648.0,19511656.0,19308056.0,19411073.0,422.0,245.0,177.0,0.0,85.0,97.0,93.0,86.0,61.0,0.0,43.0,62.0,56.0,44.0,40.0,0.0,42.0,35.0,37.0,42.0,21.0,8.0,217812.0,102935.0,114877.0,31917.0,26364.0,53278.0,40010.0,28433.0,37812.0,61316.0,44245.0,25172.0,25296.0,33481.0,28301.0,30918.0,30716.0,31336.0,31626.0,31371.0,31423.0,30422.0,6,5,1,-2.72,6.48,112.8,2.43,57.37,1011.91,94,영등포구,양평1동
20222,골목상권,3110756,문래중학교,9864603,2569,1239,1330,353,452,823,489,225,227,184,181,410,254,105,105,169,271,413,235,120,122,상권확장,83,59,98,50,3793790,183764648.0,19511656.0,19308056.0,19411073.0,422.0,245.0,177.0,0.0,85.0,97.0,93.0,86.0,61.0,0.0,43.0,62.0,56.0,44.0,40.0,0.0,42.0,35.0,37.0,42.0,21.0,8.0,215909.0,103138.0,112771.0,36293.0,25132.0,50491.0,39341.0,27221.0,37430.0,61513.0,44212.0,24813.0,25023.0,32506.0,27842.0,31186.0,30922.0,30846.0,31047.0,30820.0,30737.0,30350.0,6,5,1,14.58,24.36,421.7,2.6,61.18,1001.83,95,영등포구,양평1동
20223,골목상권,3110756,문래중학교,7204643,2569,1239,1330,353,452,823,489,225,227,184,181,410,254,105,105,169,271,413,235,120,122,상권확장,85,59,99,50,3793790,183764648.0,19511656.0,19308056.0,19411073.0,422.0,245.0,177.0,0.0,85.0,97.0,93.0,86.0,61.0,0.0,43.0,62.0,56.0,44.0,40.0,0.0,42.0,35.0,37.0,42.0,21.0,8.0,211326.0,100850.0,110475.0,35002.0,24145.0,49693.0,39104.0,27068.0,36312.0,60776.0,42742.0,23889.0,24261.0,32163.0,27495.0,30452.0,30287.0,30304.0,30380.0,30133.0,30286.0,29484.0,6,5,1,21.85,29.06,1018.6,2.25,75.24,998.44,94,영등포구,양평1동
20224,골목상권,3110756,문래중학교,6405251,2567,1274,1293,411,194,678,703,267,314,217,86,312,380,134,145,194,108,366,323,133,169,상권확장,85,59,99,51,3793790,183764648.0,19511656.0,19308056.0,19411073.0,376.0,221.0,155.0,0.0,75.0,87.0,84.0,75.0,55.0,0.0,39.0,56.0,51.0,39.0,36.0,0.0,36.0,31.0,33.0,36.0,19.0,8.0,210941.0,102757.0,108184.0,33490.0,23736.0,50810.0,39313.0,27661.0,35930.0,62127.0,43112.0,23135.0,23546.0,31660.0,27361.0,30594.0,29971.0,29980.0,29932.0,29971.0,30477.0,30017.0,6,5,1,3.06,12.22,222.2,2.19,64.06,998.44,95,영등포구,양평1동
